id,год,месяц,день,погодное условие,направление ветра,скорость ветра (м/с),давление (мм рт. ст.),влажность (%),видимость (мм),луна,осадки (мм),температура днем,температура ночью,url
1545,2021,9,6,пасмурно,южный,3,755,93,10.0,убывающая,0.0,13,12,https://pogoda1.ru/samburg/06-09-2021/
1546,2021,9,7,облачно,южный,9,761,51,10.0,новолуние,0.0,8,8,https://pogoda1.ru/samburg/07-09-2021/
1547,2021,9,8,дождь,южный,3,754,71,10.0,растущая,0.0,8,8,https://pogoda1.ru/samburg/08-09-2021/
1548,2021,9,9,пасмурно,северо-восточный,2,752,51,10.0,растущая,0.0,5,7,https://pogoda1.ru/samburg/09-09-2021/
1549,2021,9,10,пасмурно,северо-западный,6,747,45,10.0,растущая,0.0,4,7,https://pogoda1.ru/samburg/10-09-2021/
1550,2021,9,11,пасмурно,восточный,4,748,86,10.0,растущая,0.0,5,7,https://pogoda1.ru/samburg/11-09-2021/
1551,2021,9,12,дождь,северо-восточный,4,746,96,10.0,растущая,0.0,7,7,https://pogoda1.ru/samburg/12-09-2021/
1552,2021,9,13,дождь,южный,4,744,91,10.0,растущая,0.0,6,6,https://pogoda1.ru/samburg/13-09-2021/
1553,2021,9,14,пасмурно,восточный,4,748,93,10.0,растущая,0.0,6,6,https://pogoda1.ru/samburg/14-09-2021/
1554,2021,9,15,дождь,северо-восточный,2,755,89,10.0,растущая,0.0,4,5,https://pogoda1.ru/samburg/15-09-2021/
1555,2021,9,16,пасмурно,восточный,5,756,73,10.0,растущая,0.0,4,5,https://pogoda1.ru/samburg/16-09-2021/
1556,2021,9,17,пасмурно,северо-восточный,10,745,94,10.0,растущая,0.0,5,5,https://pogoda1.ru/samburg/17-09-2021/
1557,2021,9,18,пасмурно,юго-восточный,10,739,91,10.0,растущая,0.0,5,7,https://pogoda1.ru/samburg/18-09-2021/
1558,2021,9,19,пасмурно,восточный,6,749,72,10.0,растущая,0.0,4,4,https://pogoda1.ru/samburg/19-09-2021/
1559,2021,9,20,пасмурно,северный,10,756,95,10.0,растущая,0.0,1,3,https://pogoda1.ru/samburg/20-09-2021/
1560,2021,9,21,пасмурно,северо-западный,7,757,71,10.0,полнолуние,0.0,1,0,https://pogoda1.ru/samburg/21-09-2021/
1561,2021,9,22,пасмурно,северо-западный,7,761,68,10.0,убывающая,0.0,0,1,https://pogoda1.ru/samburg/22-09-2021/
1562,2021,9,23,пасмурно,северо-западный,6,762,86,10.0,убывающая,0.0,0,2,https://pogoda1.ru/samburg/23-09-2021/
1563,2021,9,24,пасмурно,северный,7,765,67,10.0,убывающая,0.0,0,2,https://pogoda1.ru/samburg/24-09-2021/
1564,2021,9,25,облачно,северо-восточный,7,772,60,10.0,убывающая,0.0,0,1,https://pogoda1.ru/samburg/25-09-2021/
1565,2021,9,26,ясно,северо-восточный,5,775,66,10.0,убывающая,0.0,1,0,https://pogoda1.ru/samburg/26-09-2021/
1566,2021,9,27,ясно,северный,3,777,63,10.0,убывающая,0.0,0,2,https://pogoda1.ru/samburg/27-09-2021/
1567,2021,9,28,малооблачно,северный,3,771,57,10.0,убывающая,0.0,0,0,https://pogoda1.ru/samburg/28-09-2021/
1568,2021,9,29,пасмурно,северный,3,768,57,10.0,убывающая,0.0,0,0,https://pogoda1.ru/samburg/29-09-2021/
1569,2021,9,30,пасмурно,юго-западный,7,757,98,10.0,убывающая,0.0,0,2,https://pogoda1.ru/samburg/30-09-2021/
1570,2021,10,1,пасмурно,северо-западный,8,755,90,6.5,убывающая,0.0,0,0,https://pogoda1.ru/samburg/01-10-2021/
1571,2021,10,2,пасмурно,северный,7,759,92,3.1,убывающая,0.0,-1,-1,https://pogoda1.ru/samburg/02-10-2021/
1572,2021,10,3,пасмурно,северный,6,769,88,10.0,убывающая,0.0,-2,-2,https://pogoda1.ru/samburg/03-10-2021/
1573,2021,10,4,пасмурно,северо-западный,4,774,79,10.0,убывающая,0.0,-2,0,https://pogoda1.ru/samburg/04-10-2021/
1574,2021,10,5,пасмурно,юго-западный,5,768,96,10.0,убывающая,0.0,-1,0,https://pogoda1.ru/samburg/05-10-2021/
1575,2021,10,6,пасмурно,западный,7,765,82,10.0,новолуние,0.0,3,4,https://pogoda1.ru/samburg/06-10-2021/
1576,2021,10,7,пасмурно,западный,10,761,83,10.0,растущая,0.0,5,6,https://pogoda1.ru/samburg/07-10-2021/
1577,2021,10,8,пасмурно,юго-западный,7,754,91,10.0,растущая,0.0,6,5,https://pogoda1.ru/samburg/08-10-2021/
1578,2021,10,9,пасмурно,западный,10,746,77,10.0,растущая,0.0,5,1,https://pogoda1.ru/samburg/09-10-2021/
1579,2021,10,10,пасмурно,западный,8,759,70,10.0,растущая,0.0,-1,-2,https://pogoda1.ru/samburg/10-10-2021/
1580,2021,10,11,пасмурно,западный,5,765,74,10.0,растущая,0.0,-2,-2,https://pogoda1.ru/samburg/11-10-2021/
1581,2021,10,12,пасмурно,южный,2,769,62,10.0,растущая,0.0,-2,-3,https://pogoda1.ru/samburg/12-10-2021/
1582,2021,10,13,пасмурно,юго-восточный,8,771,85,10.0,растущая,0.0,-3,-2,https://pogoda1.ru/samburg/13-10-2021/
1583,2021,10,14,пасмурно,южный,8,768,89,10.0,растущая,0.0,0,0,https://pogoda1.ru/samburg/14-10-2021/
1584,2021,10,15,пасмурно,юго-западный,5,765,96,10.0,растущая,0.0,4,5,https://pogoda1.ru/samburg/15-10-2021/
1585,2021,10,16,пасмурно,южный,6,762,90,10.0,растущая,0.0,3,3,https://pogoda1.ru/samburg/16-10-2021/
1586,2021,10,17,пасмурно,южный,8,759,86,10.0,растущая,0.0,5,5,https://pogoda1.ru/samburg/17-10-2021/
1587,2021,10,18,пасмурно,южный,7,754,88,10.0,растущая,0.0,3,4,https://pogoda1.ru/samburg/18-10-2021/
1588,2021,10,19,пасмурно,юго-западный,5,756,82,10.0,растущая,0.0,3,3,https://pogoda1.ru/samburg/19-10-2021/
1589,2021,10,20,пасмурно,юго-западный,8,751,75,10.0,полнолуние,0.0,6,6,https://pogoda1.ru/samburg/20-10-2021/
1590,2021,10,21,пасмурно,восточный,3,753,78,10.0,убывающая,0.0,0,0,https://pogoda1.ru/samburg/21-10-2021/
1591,2021,10,22,пасмурно,северо-восточный,5,746,97,10.0,убывающая,0.0,-2,-1,https://pogoda1.ru/samburg/22-10-2021/
1592,2021,10,23,пасмурно,юго-восточный,7,742,99,9.0,убывающая,0.0,0,-1,https://pogoda1.ru/samburg/23-10-2021/
1593,2021,10,24,пасмурно,юго-западный,8,743,96,10.0,убывающая,0.0,0,1,https://pogoda1.ru/samburg/24-10-2021/
1594,2021,10,25,облачно,юго-западный,8,750,87,10.0,убывающая,0.0,-4,-4,https://pogoda1.ru/samburg/25-10-2021/
1595,2021,10,26,снег,восточный,6,750,96,138.0,убывающая,0.0,-4,-2,https://pogoda1.ru/samburg/26-10-2021/
1596,2021,10,27,пасмурно,западный,6,752,92,10.0,убывающая,0.0,-5,-7,https://pogoda1.ru/samburg/27-10-2021/
1597,2021,10,28,пасмурно,юго-восточный,6,758,88,10.0,убывающая,0.0,-13,-15,https://pogoda1.ru/samburg/28-10-2021/
1598,2021,10,29,снег,юго-восточный,7,744,97,249.0,убывающая,0.0,-3,-2,https://pogoda1.ru/samburg/29-10-2021/
1599,2021,10,30,пасмурно,северный,1,745,95,10.0,убывающая,0.0,-11,-11,https://pogoda1.ru/samburg/30-10-2021/
1600,2021,10,31,снег,северо-западный,7,755,91,344.0,убывающая,0.0,-9,-10,https://pogoda1.ru/samburg/31-10-2021/
1601,2021,11,1,пасмурно,северо-западный,5,761,94,10.0,убывающая,0.0,-14,-17,https://pogoda1.ru/samburg/01-11-2021/
1602,2021,11,2,малооблачно,северо-западный,4,765,97,10.0,убывающая,0.0,-19,-19,https://pogoda1.ru/samburg/02-11-2021/
1603,2021,11,3,пасмурно,юго-западный,4,771,94,10.0,убывающая,0.0,-17,-17,https://pogoda1.ru/samburg/03-11-2021/
1604,2021,11,4,пасмурно,юго-западный,6,759,94,10.0,убывающая,0.0,-7,-5,https://pogoda1.ru/samburg/04-11-2021/
1605,2021,11,5,снег,юго-западный,8,753,98,282.0,растущая,0.0,-5,-1,https://pogoda1.ru/samburg/05-11-2021/
1606,2021,11,6,пасмурно,южный,6,758,95,10.0,растущая,0.0,-11,-12,https://pogoda1.ru/samburg/06-11-2021/
1607,2021,11,7,пасмурно,юго-западный,9,742,99,39.0,растущая,0.0,0,0,https://pogoda1.ru/samburg/07-11-2021/
1608,2021,11,8,снег,юго-западный,7,745,98,575.0,растущая,0.0,0,1,https://pogoda1.ru/samburg/08-11-2021/
1609,2021,11,9,пасмурно,юго-западный,2,759,97,10.0,растущая,0.0,-7,-6,https://pogoda1.ru/samburg/09-11-2021/
1610,2021,11,10,пасмурно,северный,8,753,93,10.0,растущая,0.0,-7,-7,https://pogoda1.ru/samburg/10-11-2021/
1611,2021,11,11,пасмурно,западный,3,762,97,6.6,растущая,0.0,-18,-19,https://pogoda1.ru/samburg/11-11-2021/
1612,2021,11,12,снег,южный,10,755,94,166.0,растущая,0.0,-15,-12,https://pogoda1.ru/samburg/12-11-2021/
1613,2021,11,13,снег,юго-восточный,5,747,95,226.0,растущая,0.0,-12,-11,https://pogoda1.ru/samburg/13-11-2021/
1614,2021,11,14,ясно,северо-западный,4,755,91,10.0,растущая,0.0,-16,-18,https://pogoda1.ru/samburg/14-11-2021/
1615,2021,11,15,пасмурно,южный,4,757,100,10.0,растущая,0.0,-21,-23,https://pogoda1.ru/samburg/15-11-2021/
1616,2021,11,16,пасмурно,южный,5,751,95,10.0,растущая,0.0,-15,-13,https://pogoda1.ru/samburg/16-11-2021/
1617,2021,11,17,пасмурно,юго-восточный,5,747,95,1.3,растущая,0.0,-13,-10,https://pogoda1.ru/samburg/17-11-2021/
1618,2021,11,18,пасмурно,восточный,3,752,96,2.9,растущая,0.0,-12,-13,https://pogoda1.ru/samburg/18-11-2021/
1619,2021,11,19,пасмурно,северо-западный,4,759,99,2.7,полнолуние,0.0,-16,-16,https://pogoda1.ru/samburg/19-11-2021/
1620,2021,11,20,пасмурно,юго-восточный,8,763,96,10.0,убывающая,0.0,-29,-26,https://pogoda1.ru/samburg/20-11-2021/
1621,2021,11,21,пасмурно,восточный,8,754,94,347.0,убывающая,0.0,-16,-14,https://pogoda1.ru/samburg/21-11-2021/
1622,2021,11,22,пасмурно,юго-восточный,8,743,88,10.0,убывающая,0.0,-7,-7,https://pogoda1.ru/samburg/22-11-2021/
1623,2021,11,23,пасмурно,юго-восточный,6,735,95,412.0,убывающая,0.0,-8,-9,https://pogoda1.ru/samburg/23-11-2021/
1624,2021,11,24,пасмурно,южный,5,744,95,2.7,убывающая,0.0,-12,-12,https://pogoda1.ru/samburg/24-11-2021/
1625,2021,11,25,пасмурно,южный,6,747,97,1.9,убывающая,0.0,-20,-19,https://pogoda1.ru/samburg/25-11-2021/
1626,2021,11,26,пасмурно,юго-западный,5,753,96,10.0,убывающая,0.0,-14,-14,https://pogoda1.ru/samburg/26-11-2021/
1627,2021,11,27,пасмурно,южный,4,758,97,10.0,убывающая,0.0,-22,-23,https://pogoda1.ru/samburg/27-11-2021/
1628,2021,11,28,пасмурно,западный,5,759,98,10.0,убывающая,0.0,-12,-13,https://pogoda1.ru/samburg/28-11-2021/
1629,2021,11,29,пасмурно,восточный,7,761,96,10.0,убывающая,0.0,-28,-21,https://pogoda1.ru/samburg/29-11-2021/
1630,2021,11,30,пасмурно,западный,5,755,98,4.1,убывающая,0.0,-8,-13,https://pogoda1.ru/samburg/30-11-2021/
1631,2021,12,1,пасмурно,восточный,7,760,97,5.6,убывающая,0.0,-31,-22,https://pogoda1.ru/samburg/01-12-2021/
1632,2021,12,2,снег,восточный,8,746,95,123.0,убывающая,0.0,-15,-12,https://pogoda1.ru/samburg/02-12-2021/
1633,2021,12,3,пасмурно,юго-западный,7,737,95,2.2,убывающая,0.0,0,0,https://pogoda1.ru/samburg/03-12-2021/
1634,2021,12,4,пасмурно,северо-западный,2,756,88,10.0,новолуние,0.0,-25,-23,https://pogoda1.ru/samburg/04-12-2021/
1635,2021,12,5,пасмурно,северо-восточный,2,764,99,10.0,растущая,0.0,-27,-30,https://pogoda1.ru/samburg/05-12-2021/
1636,2021,12,6,облачно,юго-западный,3,762,100,10.0,растущая,0.0,-35,-36,https://pogoda1.ru/samburg/06-12-2021/
1637,2021,12,7,пасмурно,южный,6,757,98,992.0,растущая,0.0,-28,-25,https://pogoda1.ru/samburg/07-12-2021/
1638,2021,12,8,пасмурно,западный,5,766,98,10.0,растущая,0.0,-18,-21,https://pogoda1.ru/samburg/08-12-2021/
1639,2021,12,9,пасмурно,западный,9,761,92,6.8,растущая,0.0,-9,-9,https://pogoda1.ru/samburg/09-12-2021/
1640,2021,12,10,пасмурно,юго-восточный,5,769,98,10.0,растущая,0.0,-24,-24,https://pogoda1.ru/samburg/10-12-2021/
1641,2021,12,11,пасмурно,юго-западный,4,755,97,1.9,растущая,0.0,-9,-9,https://pogoda1.ru/samburg/11-12-2021/
1642,2021,12,12,пасмурно,северо-западный,3,765,96,10.0,растущая,0.0,-22,-24,https://pogoda1.ru/samburg/12-12-2021/
1643,2021,12,13,облачно,северо-западный,3,772,89,10.0,растущая,0.0,-29,-31,https://pogoda1.ru/samburg/13-12-2021/
1644,2021,12,14,пасмурно,южный,7,769,81,10.0,растущая,0.0,-37,-30,https://pogoda1.ru/samburg/14-12-2021/
1645,2021,12,15,пасмурно,южный,4,759,96,894.0,растущая,0.0,-17,-15,https://pogoda1.ru/samburg/15-12-2021/
1646,2021,12,16,пасмурно,северо-восточный,1,765,93,10.0,растущая,0.0,-23,-26,https://pogoda1.ru/samburg/16-12-2021/
1647,2021,12,17,пасмурно,северо-восточный,4,761,96,10.0,растущая,0.0,-32,-26,https://pogoda1.ru/samburg/17-12-2021/
1648,2021,12,18,облачно,северный,3,764,99,10.0,растущая,0.0,-34,-35,https://pogoda1.ru/samburg/18-12-2021/
1649,2021,12,19,пасмурно,восточный,2,771,99,10.0,полнолуние,0.0,-40,-41,https://pogoda1.ru/samburg/19-12-2021/
1650,2021,12,20,малооблачно,восточный,4,774,85,10.0,убывающая,0.0,-35,-33,https://pogoda1.ru/samburg/20-12-2021/
1651,2021,12,21,пасмурно,восточный,7,771,83,10.0,убывающая,0.0,-32,-27,https://pogoda1.ru/samburg/21-12-2021/
1652,2021,12,22,снег,восточный,9,763,96,10.0,убывающая,0.0,-19,-18,https://pogoda1.ru/samburg/22-12-2021/
1653,2021,12,23,пасмурно,юго-восточный,12,757,89,10.0,убывающая,0.0,-8,-8,https://pogoda1.ru/samburg/23-12-2021/
1654,2021,12,24,пасмурно,северо-восточный,9,766,97,10.0,убывающая,0.0,-19,-20,https://pogoda1.ru/samburg/24-12-2021/
1655,2021,12,25,пасмурно,южный,10,767,91,10.0,убывающая,0.0,-10,-12,https://pogoda1.ru/samburg/25-12-2021/
1656,2021,12,26,малооблачно,южный,5,772,96,10.0,убывающая,0.0,-22,-24,https://pogoda1.ru/samburg/26-12-2021/
1657,2021,12,27,пасмурно,юго-восточный,6,773,89,10.0,убывающая,0.0,-22,-22,https://pogoda1.ru/samburg/27-12-2021/
1658,2021,12,28,пасмурно,южный,5,761,96,10.0,убывающая,0.0,-16,-11,https://pogoda1.ru/samburg/28-12-2021/
1659,2021,12,29,пасмурно,юго-восточный,3,760,98,802.0,убывающая,0.0,-19,-19,https://pogoda1.ru/samburg/29-12-2021/
1660,2021,12,30,пасмурно,юго-западный,3,764,100,10.0,убывающая,0.0,-30,-31,https://pogoda1.ru/samburg/30-12-2021/
1661,2021,12,31,пасмурно,юго-западный,2,765,100,6.5,убывающая,0.0,-21,-25,https://pogoda1.ru/samburg/31-12-2021/
1662,2022,1,1,пасмурно,восточный,5,760,98,515.0,убывающая,0.0,-22,-20,https://pogoda1.ru/samburg/01-01-2022/
1663,2022,1,2,снег,юго-восточный,1,753,96,311.0,убывающая,0.0,-13,-12,https://pogoda1.ru/samburg/02-01-2022/
1664,2022,1,3,пасмурно,восточный,5,753,99,3.7,растущая,0.0,-15,-18,https://pogoda1.ru/samburg/03-01-2022/
1665,2022,1,4,снег,юго-восточный,10,739,94,481.0,растущая,0.0,-9,-8,https://pogoda1.ru/samburg/04-01-2022/
1666,2022,1,5,пасмурно,южный,8,746,97,477.0,растущая,0.0,-21,-21,https://pogoda1.ru/samburg/05-01-2022/
1667,2022,1,6,малооблачно,юго-западный,4,764,90,10.0,растущая,0.0,-31,-32,https://pogoda1.ru/samburg/06-01-2022/
1668,2022,1,7,пасмурно,юго-восточный,7,768,94,10.0,растущая,0.0,-32,-30,https://pogoda1.ru/samburg/07-01-2022/
1669,2022,1,8,пасмурно,южный,2,750,97,574.0,растущая,0.0,-11,-8,https://pogoda1.ru/samburg/08-01-2022/
1670,2022,1,9,пасмурно,юго-западный,3,751,99,1.3,растущая,0.0,-16,-18,https://pogoda1.ru/samburg/09-01-2022/
1671,2022,1,10,пасмурно,юго-западный,4,762,99,10.0,растущая,0.0,-26,-27,https://pogoda1.ru/samburg/10-01-2022/
1672,2022,1,11,пасмурно,северо-западный,1,763,100,7.8,растущая,0.0,-26,-26,https://pogoda1.ru/samburg/11-01-2022/
