id,год,месяц,день,погодное условие,направление ветра,скорость ветра (м/с),давление (мм рт. ст.),влажность (%),видимость (мм),луна,осадки (мм),температура днем,температура ночью,url
1337,2021,2,10,пасмурно,западный,6,755,85,10.0,убывающая,0.0,-23,-25,https://pogoda1.ru/samburg/10-02-2021/
1338,2021,2,11,пасмурно,западный,4,761,77,2.4,убывающая,0.0,-31,-28,https://pogoda1.ru/samburg/11-02-2021/
1339,2021,2,12,ясно,северный,1,771,83,10.0,растущая,0.0,-37,-37,https://pogoda1.ru/samburg/12-02-2021/
1340,2021,2,13,пасмурно,юго-восточный,1,772,84,1.5,растущая,0.0,-35,-33,https://pogoda1.ru/samburg/13-02-2021/
1341,2021,2,14,ясно,северо-восточный,2,775,83,10.0,растущая,0.0,-36,-37,https://pogoda1.ru/samburg/14-02-2021/
1342,2021,2,15,снег,восточный,11,754,80,364.0,растущая,0.0,-30,-25,https://pogoda1.ru/samburg/15-02-2021/
1343,2021,2,16,пасмурно,западный,4,752,81,582.0,растущая,0.0,-26,-24,https://pogoda1.ru/samburg/16-02-2021/
1344,2021,2,17,пасмурно,западный,5,756,87,1.9,растущая,0.0,-30,-30,https://pogoda1.ru/samburg/17-02-2021/
1345,2021,2,18,облачно,западный,4,764,82,10.0,растущая,0.0,-34,-36,https://pogoda1.ru/samburg/18-02-2021/
1346,2021,2,19,пасмурно,южный,1,760,96,5.1,растущая,0.0,-35,-35,https://pogoda1.ru/samburg/19-02-2021/
1347,2021,2,20,пасмурно,западный,4,764,85,10.0,растущая,0.0,-31,-32,https://pogoda1.ru/samburg/20-02-2021/
1348,2021,2,21,пасмурно,восточный,3,769,87,3.8,растущая,0.0,-35,-33,https://pogoda1.ru/samburg/21-02-2021/
1349,2021,2,22,пасмурно,северо-восточный,5,768,87,2.7,растущая,0.0,-30,-29,https://pogoda1.ru/samburg/22-02-2021/
1350,2021,2,23,пасмурно,северо-западный,3,774,82,10.0,растущая,0.0,-36,-36,https://pogoda1.ru/samburg/23-02-2021/
1351,2021,2,24,пасмурно,юго-западный,2,773,86,2.8,растущая,0.0,-35,-31,https://pogoda1.ru/samburg/24-02-2021/
1352,2021,2,25,пасмурно,северный,3,768,84,10.0,растущая,0.0,-35,-36,https://pogoda1.ru/samburg/25-02-2021/
1353,2021,2,26,пасмурно,северо-западный,1,767,84,10.0,растущая,0.0,-36,-36,https://pogoda1.ru/samburg/26-02-2021/
1354,2021,2,27,пасмурно,северо-западный,1,767,88,6.9,полнолуние,0.0,-27,-25,https://pogoda1.ru/samburg/27-02-2021/
1355,2021,2,28,пасмурно,юго-восточный,3,770,87,10.0,убывающая,0.0,-32,-32,https://pogoda1.ru/samburg/28-02-2021/
1356,2021,3,1,пасмурно,юго-восточный,4,766,89,10.0,убывающая,0.0,-30,-30,https://pogoda1.ru/samburg/01-03-2021/
1357,2021,3,2,пасмурно,юго-восточный,8,759,89,10.0,убывающая,0.0,-27,-25,https://pogoda1.ru/samburg/02-03-2021/
1358,2021,3,3,пасмурно,юго-восточный,10,753,92,6.2,убывающая,0.0,-19,-18,https://pogoda1.ru/samburg/03-03-2021/
1359,2021,3,4,пасмурно,южный,7,748,95,2.4,убывающая,0.0,-12,-11,https://pogoda1.ru/samburg/04-03-2021/
1360,2021,3,5,пасмурно,юго-восточный,5,746,93,936.0,убывающая,0.0,-10,-9,https://pogoda1.ru/samburg/05-03-2021/
1361,2021,3,6,пасмурно,северный,1,747,96,992.0,убывающая,0.0,-13,-11,https://pogoda1.ru/samburg/06-03-2021/
1362,2021,3,7,пасмурно,западный,3,752,92,10.0,убывающая,0.0,-15,-18,https://pogoda1.ru/samburg/07-03-2021/
1363,2021,3,8,пасмурно,юго-восточный,3,751,93,2.5,убывающая,0.0,-19,-18,https://pogoda1.ru/samburg/08-03-2021/
1364,2021,3,9,пасмурно,западный,5,754,87,10.0,убывающая,0.0,-23,-24,https://pogoda1.ru/samburg/09-03-2021/
1365,2021,3,10,пасмурно,западный,3,760,85,10.0,убывающая,0.0,-34,-35,https://pogoda1.ru/samburg/10-03-2021/
1366,2021,3,11,пасмурно,северный,2,759,85,10.0,убывающая,0.0,-35,-33,https://pogoda1.ru/samburg/11-03-2021/
1367,2021,3,12,малооблачно,южный,4,753,83,10.0,убывающая,0.0,-34,-32,https://pogoda1.ru/samburg/12-03-2021/
1368,2021,3,13,пасмурно,западный,12,745,89,1.5,новолуние,0.0,-20,-13,https://pogoda1.ru/samburg/13-03-2021/
1369,2021,3,14,пасмурно,юго-западный,8,755,89,10.0,растущая,0.0,-26,-11,https://pogoda1.ru/samburg/14-03-2021/
1370,2021,3,15,пасмурно,юго-западный,6,756,92,1.8,растущая,0.0,-13,-11,https://pogoda1.ru/samburg/15-03-2021/
1371,2021,3,16,пасмурно,юго-западный,1,762,89,10.0,растущая,0.0,-10,-10,https://pogoda1.ru/samburg/16-03-2021/
1372,2021,3,17,снег,южный,8,757,94,238.0,растущая,0.0,-7,-4,https://pogoda1.ru/samburg/17-03-2021/
1373,2021,3,18,пасмурно,северо-западный,3,765,90,10.0,растущая,0.0,-13,-20,https://pogoda1.ru/samburg/18-03-2021/
1374,2021,3,19,снег,западный,5,759,95,290.0,растущая,0.0,-9,-3,https://pogoda1.ru/samburg/19-03-2021/
1375,2021,3,20,пасмурно,северо-восточный,9,761,84,10.0,растущая,0.0,-27,-26,https://pogoda1.ru/samburg/20-03-2021/
1376,2021,3,21,снег,северо-восточный,8,743,92,204.0,растущая,0.0,-18,-14,https://pogoda1.ru/samburg/21-03-2021/
1377,2021,3,22,пасмурно,западный,6,750,92,7.9,растущая,0.0,-13,-14,https://pogoda1.ru/samburg/22-03-2021/
1378,2021,3,23,пасмурно,южный,6,755,91,10.0,растущая,0.0,-16,-14,https://pogoda1.ru/samburg/23-03-2021/
1379,2021,3,24,пасмурно,южный,6,749,91,5.7,растущая,0.0,-4,-6,https://pogoda1.ru/samburg/24-03-2021/
1380,2021,3,25,пасмурно,юго-западный,6,750,88,10.0,растущая,0.0,-14,-16,https://pogoda1.ru/samburg/25-03-2021/
1381,2021,3,26,пасмурно,юго-западный,8,743,97,10.0,растущая,0.0,-7,-4,https://pogoda1.ru/samburg/26-03-2021/
1382,2021,3,27,пасмурно,западный,7,752,87,10.0,растущая,0.0,-12,-15,https://pogoda1.ru/samburg/27-03-2021/
1383,2021,3,28,пасмурно,северо-западный,5,756,91,8.5,растущая,0.0,-18,-18,https://pogoda1.ru/samburg/28-03-2021/
1384,2021,3,29,пасмурно,северо-западный,6,765,89,10.0,убывающая,0.0,-19,-20,https://pogoda1.ru/samburg/29-03-2021/
1385,2021,3,30,пасмурно,северо-восточный,4,765,84,10.0,убывающая,0.0,-19,-15,https://pogoda1.ru/samburg/30-03-2021/
1386,2021,3,31,ясно,юго-восточный,2,768,67,10.0,убывающая,0.0,-31,-25,https://pogoda1.ru/samburg/31-03-2021/
1387,2021,4,1,пасмурно,восточный,10,758,92,3.5,убывающая,0.0,-22,-15,https://pogoda1.ru/samburg/01-04-2021/
1388,2021,4,2,пасмурно,юго-восточный,1,753,98,10.0,убывающая,0.0,-3,-3,https://pogoda1.ru/samburg/02-04-2021/
1389,2021,4,3,пасмурно,юго-восточный,3,756,96,10.0,убывающая,0.0,-2,-2,https://pogoda1.ru/samburg/03-04-2021/
1390,2021,4,4,снег,юго-восточный,5,755,100,36.0,убывающая,0.0,-1,0,https://pogoda1.ru/samburg/04-04-2021/
1391,2021,4,5,пасмурно,южный,6,753,100,1.2,убывающая,0.0,0,0,https://pogoda1.ru/samburg/05-04-2021/
1392,2021,4,6,пасмурно,восточный,3,750,100,73.0,убывающая,0.0,-2,0,https://pogoda1.ru/samburg/06-04-2021/
1393,2021,4,7,пасмурно,северный,1,758,100,3.5,убывающая,0.0,0,0,https://pogoda1.ru/samburg/07-04-2021/
1394,2021,4,8,пасмурно,северо-западный,2,771,93,10.0,убывающая,0.0,-3,-4,https://pogoda1.ru/samburg/08-04-2021/
1395,2021,4,9,пасмурно,юго-восточный,4,775,100,10.0,убывающая,0.0,-9,-1,https://pogoda1.ru/samburg/09-04-2021/
1396,2021,4,10,пасмурно,южный,9,772,100,1.4,убывающая,0.0,0,0,https://pogoda1.ru/samburg/10-04-2021/
1397,2021,4,11,пасмурно,южный,6,773,100,253.0,убывающая,0.0,-3,-1,https://pogoda1.ru/samburg/11-04-2021/
1398,2021,4,12,пасмурно,западный,10,759,97,10.0,новолуние,0.0,0,0,https://pogoda1.ru/samburg/12-04-2021/
1399,2021,4,13,пасмурно,западный,1,760,77,10.0,растущая,0.0,1,0,https://pogoda1.ru/samburg/13-04-2021/
1400,2021,4,14,пасмурно,северо-западный,5,763,84,10.0,растущая,0.0,-5,-2,https://pogoda1.ru/samburg/14-04-2021/
1401,2021,4,15,пасмурно,юго-западный,12,747,99,10.0,растущая,0.0,1,2,https://pogoda1.ru/samburg/15-04-2021/
1402,2021,4,16,малооблачно,северо-западный,9,765,73,10.0,растущая,0.0,-10,-16,https://pogoda1.ru/samburg/16-04-2021/
1403,2021,4,17,пасмурно,северо-западный,10,757,85,10.0,растущая,0.0,-11,-8,https://pogoda1.ru/samburg/17-04-2021/
1404,2021,4,18,снег,северо-западный,6,764,66,10.0,растущая,0.0,-22,-17,https://pogoda1.ru/samburg/18-04-2021/
1405,2021,4,19,снег,северо-западный,2,768,66,10.0,растущая,0.0,-21,-19,https://pogoda1.ru/samburg/19-04-2021/
1406,2021,4,20,пасмурно,юго-восточный,7,756,92,10.0,растущая,0.0,-14,-8,https://pogoda1.ru/samburg/20-04-2021/
1407,2021,4,21,пасмурно,юго-западный,4,773,78,10.0,растущая,0.0,-17,-12,https://pogoda1.ru/samburg/21-04-2021/
1408,2021,4,22,пасмурно,южный,8,777,99,10.0,растущая,0.0,-8,-3,https://pogoda1.ru/samburg/22-04-2021/
1409,2021,4,23,пасмурно,южный,10,775,98,10.0,растущая,0.0,-2,1,https://pogoda1.ru/samburg/23-04-2021/
1410,2021,4,24,пасмурно,южный,5,768,100,101.0,растущая,0.0,2,2,https://pogoda1.ru/samburg/24-04-2021/
1411,2021,4,25,пасмурно,северный,2,772,100,5.9,растущая,0.0,1,2,https://pogoda1.ru/samburg/25-04-2021/
1412,2021,4,26,пасмурно,восточный,7,765,100,10.0,растущая,0.0,-1,0,https://pogoda1.ru/samburg/26-04-2021/
1413,2021,4,27,пасмурно,южный,5,753,100,149.0,полнолуние,0.0,0,1,https://pogoda1.ru/samburg/27-04-2021/
1414,2021,4,28,пасмурно,юго-западный,3,748,100,197.0,убывающая,0.0,0,2,https://pogoda1.ru/samburg/28-04-2021/
1415,2021,4,29,пасмурно,юго-восточный,4,755,100,1.3,убывающая,0.0,0,2,https://pogoda1.ru/samburg/29-04-2021/
1416,2021,4,30,пасмурно,северный,8,750,98,10.0,убывающая,0.0,1,1,https://pogoda1.ru/samburg/30-04-2021/
1417,2021,5,1,пасмурно,западный,8,757,100,833.0,убывающая,0.0,0,0,https://pogoda1.ru/samburg/01-05-2021/
1418,2021,5,2,снег,юго-восточный,9,757,99,7.4,убывающая,0.0,-3,2,https://pogoda1.ru/samburg/02-05-2021/
1419,2021,5,3,малооблачно,юго-западный,6,755,96,10.0,убывающая,0.0,1,2,https://pogoda1.ru/samburg/03-05-2021/
1420,2021,5,4,пасмурно,юго-западный,8,759,84,10.0,убывающая,0.0,0,0,https://pogoda1.ru/samburg/04-05-2021/
1421,2021,5,5,пасмурно,восточный,5,756,96,10.0,убывающая,0.0,-2,2,https://pogoda1.ru/samburg/05-05-2021/
1422,2021,5,6,пасмурно,восточный,12,746,100,10.0,убывающая,0.0,2,2,https://pogoda1.ru/samburg/06-05-2021/
1423,2021,5,7,пасмурно,южный,9,745,84,10.0,убывающая,0.0,0,1,https://pogoda1.ru/samburg/07-05-2021/
1424,2021,5,8,пасмурно,северный,4,761,82,10.0,убывающая,0.0,0,0,https://pogoda1.ru/samburg/08-05-2021/
1425,2021,5,9,пасмурно,западный,3,769,72,10.0,убывающая,0.0,-2,1,https://pogoda1.ru/samburg/09-05-2021/
1426,2021,5,10,пасмурно,юго-восточный,1,772,62,10.0,убывающая,0.0,1,5,https://pogoda1.ru/samburg/10-05-2021/
1427,2021,5,11,пасмурно,южный,8,765,44,10.0,убывающая,0.0,5,11,https://pogoda1.ru/samburg/11-05-2021/
1428,2021,5,12,пасмурно,северо-западный,7,763,76,10.0,новолуние,0.0,2,2,https://pogoda1.ru/samburg/12-05-2021/
1429,2021,5,13,пасмурно,западный,2,757,87,10.0,растущая,0.0,6,5,https://pogoda1.ru/samburg/13-05-2021/
1430,2021,5,14,пасмурно,юго-восточный,7,755,87,10.0,растущая,0.0,-2,0,https://pogoda1.ru/samburg/14-05-2021/
1431,2021,5,15,пасмурно,северный,4,763,68,10.0,растущая,0.0,1,1,https://pogoda1.ru/samburg/15-05-2021/
1432,2021,5,16,пасмурно,восточный,3,764,52,10.0,растущая,0.0,-1,1,https://pogoda1.ru/samburg/16-05-2021/
1433,2021,5,17,малооблачно,восточный,5,761,39,10.0,растущая,0.0,0,4,https://pogoda1.ru/samburg/17-05-2021/
1434,2021,5,18,облачно,восточный,4,761,80,10.0,растущая,0.0,1,-1,https://pogoda1.ru/samburg/18-05-2021/
1435,2021,5,19,пасмурно,северный,6,767,50,10.0,растущая,0.0,-1,0,https://pogoda1.ru/samburg/19-05-2021/
1436,2021,5,20,пасмурно,юго-восточный,5,765,34,10.0,растущая,0.0,-1,1,https://pogoda1.ru/samburg/20-05-2021/
1437,2021,5,21,пасмурно,юго-восточный,6,756,90,10.0,растущая,0.0,2,7,https://pogoda1.ru/samburg/21-05-2021/
1438,2021,5,22,малооблачно,западный,3,754,57,10.0,растущая,0.0,10,19,https://pogoda1.ru/samburg/22-05-2021/
1439,2021,5,23,дождь,юго-западный,8,747,91,10.0,растущая,0.0,18,19,https://pogoda1.ru/samburg/23-05-2021/
1440,2021,5,24,малооблачно,северо-западный,2,757,68,10.0,растущая,0.0,7,12,https://pogoda1.ru/samburg/24-05-2021/
1441,2021,5,25,пасмурно,северо-западный,3,762,49,10.0,растущая,0.0,1,3,https://pogoda1.ru/samburg/25-05-2021/
1442,2021,5,26,пасмурно,восточный,4,760,39,10.0,полнолуние,0.0,3,5,https://pogoda1.ru/samburg/26-05-2021/
1443,2021,5,27,пасмурно,северо-восточный,4,758,54,10.0,убывающая,0.0,2,2,https://pogoda1.ru/samburg/27-05-2021/
1444,2021,5,28,пасмурно,северо-западный,8,759,64,10.0,убывающая,0.0,1,0,https://pogoda1.ru/samburg/28-05-2021/
1445,2021,5,29,пасмурно,западный,4,761,38,10.0,убывающая,0.0,0,6,https://pogoda1.ru/samburg/29-05-2021/
1446,2021,5,30,дождь,южный,10,752,83,10.0,убывающая,0.0,6,10,https://pogoda1.ru/samburg/30-05-2021/
1447,2021,5,31,пасмурно,западный,5,755,60,10.0,убывающая,0.0,6,7,https://pogoda1.ru/samburg/31-05-2021/
1448,2021,6,1,пасмурно,северо-западный,1,755,49,10.0,убывающая,0.0,2,3,https://pogoda1.ru/samburg/01-06-2021/
1449,2021,6,2,пасмурно,юго-западный,6,753,56,10.0,убывающая,0.0,8,7,https://pogoda1.ru/samburg/02-06-2021/
1450,2021,6,3,дождь,западный,4,754,83,10.0,убывающая,0.0,3,5,https://pogoda1.ru/samburg/03-06-2021/
1451,2021,6,4,пасмурно,западный,3,757,54,10.0,убывающая,0.0,3,5,https://pogoda1.ru/samburg/04-06-2021/
1452,2021,6,5,пасмурно,северо-западный,6,750,74,10.0,убывающая,0.0,3,8,https://pogoda1.ru/samburg/05-06-2021/
1453,2021,6,6,пасмурно,юго-западный,3,751,65,10.0,убывающая,0.0,2,8,https://pogoda1.ru/samburg/06-06-2021/
1454,2021,6,7,пасмурно,западный,4,757,48,10.0,убывающая,0.0,1,6,https://pogoda1.ru/samburg/07-06-2021/
1455,2021,6,8,пасмурно,северный,3,758,56,10.0,убывающая,0.0,1,7,https://pogoda1.ru/samburg/08-06-2021/
1456,2021,6,9,дождь,северо-западный,4,759,61,10.0,убывающая,0.0,8,8,https://pogoda1.ru/samburg/09-06-2021/
1457,2021,6,10,пасмурно,западный,6,759,45,10.0,новолуние,0.0,4,11,https://pogoda1.ru/samburg/10-06-2021/
1458,2021,6,11,пасмурно,западный,8,757,86,10.0,растущая,0.0,5,11,https://pogoda1.ru/samburg/11-06-2021/
1459,2021,6,12,пасмурно,юго-западный,1,754,91,10.0,растущая,0.0,7,11,https://pogoda1.ru/samburg/12-06-2021/
1460,2021,6,13,пасмурно,северо-западный,2,762,49,10.0,растущая,0.0,8,9,https://pogoda1.ru/samburg/13-06-2021/
1461,2021,6,14,пасмурно,южный,3,759,70,10.0,растущая,0.0,16,19,https://pogoda1.ru/samburg/14-06-2021/
1462,2021,6,15,пасмурно,юго-западный,5,751,61,10.0,растущая,0.0,13,21,https://pogoda1.ru/samburg/15-06-2021/
1463,2021,6,16,пасмурно,северо-западный,7,752,78,10.0,растущая,0.0,16,16,https://pogoda1.ru/samburg/16-06-2021/
1464,2021,6,17,ясно,юго-западный,5,751,31,10.0,растущая,0.0,10,15,https://pogoda1.ru/samburg/17-06-2021/
1465,2021,6,18,пасмурно,северо-западный,8,748,76,10.0,растущая,0.0,11,11,https://pogoda1.ru/samburg/18-06-2021/
1466,2021,6,19,дождь,северный,9,752,73,10.0,растущая,0.0,5,7,https://pogoda1.ru/samburg/19-06-2021/
1467,2021,6,20,пасмурно,северо-восточный,4,752,46,10.0,растущая,0.0,4,11,https://pogoda1.ru/samburg/20-06-2021/
1468,2021,6,21,пасмурно,северо-западный,7,759,43,10.0,растущая,0.0,6,11,https://pogoda1.ru/samburg/21-06-2021/
1469,2021,6,22,пасмурно,северо-западный,5,761,69,10.0,растущая,0.0,6,6,https://pogoda1.ru/samburg/22-06-2021/
1470,2021,6,23,пасмурно,западный,3,761,88,10.0,растущая,0.0,6,6,https://pogoda1.ru/samburg/23-06-2021/
1471,2021,6,24,пасмурно,северо-западный,1,759,48,10.0,растущая,0.0,3,10,https://pogoda1.ru/samburg/24-06-2021/
1472,2021,6,25,пасмурно,северный,8,756,50,10.0,убывающая,0.0,10,12,https://pogoda1.ru/samburg/25-06-2021/
1473,2021,6,26,облачно,северо-западный,7,758,43,10.0,убывающая,0.0,7,11,https://pogoda1.ru/samburg/26-06-2021/
1474,2021,6,27,пасмурно,северо-западный,6,756,40,10.0,убывающая,0.0,7,11,https://pogoda1.ru/samburg/27-06-2021/
1475,2021,6,28,пасмурно,западный,4,755,42,10.0,убывающая,0.0,9,14,https://pogoda1.ru/samburg/28-06-2021/
1476,2021,6,29,малооблачно,западный,9,757,41,10.0,убывающая,0.0,6,11,https://pogoda1.ru/samburg/29-06-2021/
1477,2021,6,30,облачно,северо-западный,4,760,42,10.0,убывающая,0.0,8,13,https://pogoda1.ru/samburg/30-06-2021/
1478,2021,7,1,пасмурно,южный,10,755,68,10.0,убывающая,0.0,13,17,https://pogoda1.ru/samburg/01-07-2021/
1479,2021,7,2,пасмурно,северо-западный,11,756,66,10.0,убывающая,0.0,8,10,https://pogoda1.ru/samburg/02-07-2021/
1480,2021,7,3,пасмурно,юго-западный,5,756,46,10.0,убывающая,0.0,9,17,https://pogoda1.ru/samburg/03-07-2021/
1481,2021,7,4,дождь,северный,5,756,76,10.0,убывающая,0.0,15,13,https://pogoda1.ru/samburg/04-07-2021/
1482,2021,7,5,пасмурно,северный,7,756,47,10.0,убывающая,0.0,8,10,https://pogoda1.ru/samburg/05-07-2021/
1483,2021,7,6,пасмурно,северный,8,756,44,10.0,убывающая,0.0,8,12,https://pogoda1.ru/samburg/06-07-2021/
1484,2021,7,7,пасмурно,западный,7,756,41,10.0,убывающая,0.0,9,14,https://pogoda1.ru/samburg/07-07-2021/
1485,2021,7,8,пасмурно,западный,4,756,57,10.0,убывающая,0.0,14,14,https://pogoda1.ru/samburg/08-07-2021/
1486,2021,7,9,ясно,северный,4,760,47,10.0,убывающая,0.0,15,15,https://pogoda1.ru/samburg/09-07-2021/
1487,2021,7,10,пасмурно,северо-западный,9,750,77,10.0,новолуние,0.0,16,15,https://pogoda1.ru/samburg/10-07-2021/
1488,2021,7,11,малооблачно,северо-западный,4,756,40,10.0,растущая,0.0,5,11,https://pogoda1.ru/samburg/11-07-2021/
1489,2021,7,12,пасмурно,северо-западный,7,755,43,10.0,растущая,0.0,11,10,https://pogoda1.ru/samburg/12-07-2021/
1490,2021,7,13,пасмурно,северный,6,760,51,10.0,растущая,0.0,7,8,https://pogoda1.ru/samburg/13-07-2021/
1491,2021,7,14,пасмурно,северо-восточный,6,761,44,10.0,растущая,0.0,4,9,https://pogoda1.ru/samburg/14-07-2021/
1492,2021,7,15,пасмурно,северо-восточный,8,756,43,10.0,растущая,0.0,7,13,https://pogoda1.ru/samburg/15-07-2021/
1493,2021,7,16,пасмурно,северный,8,751,92,10.0,растущая,0.0,11,10,https://pogoda1.ru/samburg/16-07-2021/
1494,2021,7,17,пасмурно,северный,5,753,87,10.0,растущая,0.0,11,10,https://pogoda1.ru/samburg/17-07-2021/
1495,2021,7,18,пасмурно,северо-западный,2,753,54,10.0,растущая,0.0,10,11,https://pogoda1.ru/samburg/18-07-2021/
1496,2021,7,19,пасмурно,северо-западный,3,755,44,10.0,растущая,0.0,10,15,https://pogoda1.ru/samburg/19-07-2021/
1497,2021,7,20,малооблачно,северный,1,753,53,10.0,растущая,0.0,10,17,https://pogoda1.ru/samburg/20-07-2021/
1498,2021,7,21,пасмурно,юго-восточный,8,752,44,10.0,растущая,0.0,13,19,https://pogoda1.ru/samburg/21-07-2021/
1499,2021,7,22,пасмурно,западный,7,748,79,10.0,растущая,0.0,20,19,https://pogoda1.ru/samburg/22-07-2021/
1500,2021,7,23,пасмурно,юго-восточный,10,751,57,10.0,растущая,0.0,14,20,https://pogoda1.ru/samburg/23-07-2021/
1501,2021,7,24,пасмурно,западный,2,755,61,10.0,полнолуние,0.0,12,15,https://pogoda1.ru/samburg/24-07-2021/
1502,2021,7,25,пасмурно,северо-западный,2,754,76,10.0,убывающая,0.0,12,14,https://pogoda1.ru/samburg/25-07-2021/
1503,2021,7,26,дождь,северо-западный,7,753,96,8.5,убывающая,0.0,14,10,https://pogoda1.ru/samburg/26-07-2021/
1504,2021,7,27,пасмурно,северо-западный,9,750,82,10.0,убывающая,0.0,8,9,https://pogoda1.ru/samburg/27-07-2021/
1505,2021,7,28,пасмурно,юго-восточный,8,750,64,10.0,убывающая,0.0,8,15,https://pogoda1.ru/samburg/28-07-2021/
1506,2021,7,29,дождь,восточный,8,750,72,10.0,убывающая,0.0,8,13,https://pogoda1.ru/samburg/29-07-2021/
1507,2021,7,30,пасмурно,юго-восточный,8,754,57,10.0,убывающая,0.0,10,11,https://pogoda1.ru/samburg/30-07-2021/
1508,2021,7,31,пасмурно,южный,5,753,52,10.0,убывающая,0.0,9,12,https://pogoda1.ru/samburg/31-07-2021/
1509,2021,8,1,пасмурно,юго-западный,3,757,49,10.0,убывающая,0.0,11,14,https://pogoda1.ru/samburg/01-08-2021/
1510,2021,8,2,пасмурно,восточный,4,756,48,10.0,убывающая,0.0,15,16,https://pogoda1.ru/samburg/02-08-2021/
1511,2021,8,3,малооблачно,северный,6,754,78,10.0,убывающая,0.0,15,18,https://pogoda1.ru/samburg/03-08-2021/
1512,2021,8,4,пасмурно,северный,4,756,58,10.0,убывающая,0.0,14,18,https://pogoda1.ru/samburg/04-08-2021/
1513,2021,8,5,малооблачно,северо-восточный,3,758,51,10.0,убывающая,0.0,15,19,https://pogoda1.ru/samburg/05-08-2021/
1514,2021,8,6,облачно,северо-восточный,5,758,44,10.0,убывающая,0.0,18,23,https://pogoda1.ru/samburg/06-08-2021/
1515,2021,8,7,ясно,северный,2,759,42,10.0,убывающая,0.0,18,21,https://pogoda1.ru/samburg/07-08-2021/
1516,2021,8,8,пасмурно,северо-западный,4,759,39,10.0,новолуние,0.0,17,19,https://pogoda1.ru/samburg/08-08-2021/
1517,2021,8,9,ясно,северный,7,758,43,10.0,растущая,0.0,16,17,https://pogoda1.ru/samburg/09-08-2021/
1518,2021,8,10,пасмурно,северный,7,761,58,10.0,растущая,0.0,12,13,https://pogoda1.ru/samburg/10-08-2021/
1519,2021,8,11,ясно,северо-западный,6,765,48,10.0,растущая,0.0,8,13,https://pogoda1.ru/samburg/11-08-2021/
1520,2021,8,12,облачно,северный,4,767,48,10.0,растущая,0.0,8,12,https://pogoda1.ru/samburg/12-08-2021/
1521,2021,8,13,пасмурно,юго-западный,6,762,46,10.0,растущая,0.0,12,18,https://pogoda1.ru/samburg/13-08-2021/
1522,2021,8,14,пасмурно,южный,3,758,77,10.0,растущая,0.0,14,15,https://pogoda1.ru/samburg/14-08-2021/
1523,2021,8,15,пасмурно,юго-западный,9,750,59,10.0,растущая,0.0,15,18,https://pogoda1.ru/samburg/15-08-2021/
1524,2021,8,16,малооблачно,западный,8,759,50,10.0,растущая,0.0,13,15,https://pogoda1.ru/samburg/16-08-2021/
1525,2021,8,17,пасмурно,юго-западный,9,755,54,10.0,растущая,0.0,16,20,https://pogoda1.ru/samburg/17-08-2021/
1526,2021,8,18,пасмурно,северо-западный,7,757,66,10.0,растущая,0.0,12,11,https://pogoda1.ru/samburg/18-08-2021/
1527,2021,8,19,пасмурно,западный,8,759,51,10.0,растущая,0.0,10,9,https://pogoda1.ru/samburg/19-08-2021/
1528,2021,8,20,пасмурно,северо-западный,2,762,63,10.0,растущая,0.0,7,8,https://pogoda1.ru/samburg/20-08-2021/
1529,2021,8,21,пасмурно,южный,7,758,69,10.0,растущая,0.0,9,11,https://pogoda1.ru/samburg/21-08-2021/
1530,2021,8,22,пасмурно,северо-западный,3,762,64,10.0,полнолуние,0.0,16,17,https://pogoda1.ru/samburg/22-08-2021/
1531,2021,8,23,пасмурно,юго-восточный,6,761,55,10.0,убывающая,0.0,17,18,https://pogoda1.ru/samburg/23-08-2021/
1532,2021,8,24,пасмурно,юго-западный,13,757,54,10.0,убывающая,0.0,20,21,https://pogoda1.ru/samburg/24-08-2021/
1533,2021,8,25,облачно,северо-западный,4,765,54,10.0,убывающая,0.0,14,12,https://pogoda1.ru/samburg/25-08-2021/
1534,2021,8,26,пасмурно,юго-восточный,10,758,58,10.0,убывающая,0.0,12,15,https://pogoda1.ru/samburg/26-08-2021/
1535,2021,8,27,пасмурно,западный,11,758,78,10.0,убывающая,0.0,16,9,https://pogoda1.ru/samburg/27-08-2021/
1536,2021,8,28,пасмурно,западный,5,762,56,10.0,убывающая,0.0,4,5,https://pogoda1.ru/samburg/28-08-2021/
1537,2021,8,29,пасмурно,юго-западный,5,756,88,10.0,убывающая,0.0,7,8,https://pogoda1.ru/samburg/29-08-2021/
1538,2021,8,30,пасмурно,юго-западный,5,753,66,10.0,убывающая,0.0,7,8,https://pogoda1.ru/samburg/30-08-2021/
1539,2021,8,31,дождь,северо-западный,6,753,68,10.0,убывающая,0.0,7,7,https://pogoda1.ru/samburg/31-08-2021/
1540,2021,9,1,дождь,северо-западный,7,754,78,10.0,убывающая,0.0,9,9,https://pogoda1.ru/samburg/01-09-2021/
1541,2021,9,2,пасмурно,южный,7,762,57,10.0,убывающая,0.0,4,6,https://pogoda1.ru/samburg/02-09-2021/
1542,2021,9,3,дождь,юго-восточный,10,757,81,10.0,убывающая,0.0,8,9,https://pogoda1.ru/samburg/03-09-2021/
1543,2021,9,4,пасмурно,южный,12,757,64,10.0,убывающая,0.0,9,12,https://pogoda1.ru/samburg/04-09-2021/
1544,2021,9,5,пасмурно,юго-восточный,13,756,48,10.0,убывающая,0.0,12,14,https://pogoda1.ru/samburg/05-09-2021/
